codigo,nombre,fecha_registro,stock,precio_compra,precio_1,precio_2,precio_3
7774112100707,"PODIUM CACHORRO RAZA PEQUEÑA CANINO 1,4 KG",2026-08-02,3,40.57,53.6,52.4,51.2
7774112102169,"PODIUM MICAN CACHORRO 2.800KG",2026-08-02,7,60.19,79.5,77.7,75.9
11192,"POLERAS SBP",2026-08-02,28,80,35,103.2,100.8
2200001,"POLLO FRIAL",2026-08-03,281.23,27.5,30.8,30.3,29.8
2200217,"POLLO LIMPIO",2026-08-03,1.03,19.6,33.4,32.9,32.4
7774112100165,"POLLO RELLENO EN CAJA",2026-08-02,11,80.13,105.8,103.4,101
7774112103616,"POLLO RELLENO GRANDE",2026-08-02,4,100.93,133.3,130.2,127.2
2200386,"PORK BELLY DE CERDO CONGELADO EN BANDEJA",2026-08-02,4.85,49.32,65.1,63.7,62.2
7770000800964,"PRE PIZZA KING 350GR",2026-08-03,3,11,14.5,14.2,14
7770000800957,"PRE PIZZA KING 450GR",2026-08-03,3,12,16,15.5,15.2
2200003,"PULPO PICADO",2026-08-01,38,39.2,51.7,50.6,49.4
2200030,"PUNTA DE MATAMBRE DE CERDO CONGELADO EN BANDEJA",2026-08-02,6.6,49.32,65,63.7,62.2
2200210,"PUNTA DE S DE RES AL VACIO DE 1 KG",2026-08-04,32.22,147.15,194.3,189.9,185.4
2200178,"QUESO CHAQUEÑO",2026-08-04,29.69,49,64.7,63.2,61.8
11155,"QUESO CRIOLLO AL VACIO 200 GRS",2026-08-04,6,12.16,17.7,16.7,15.4
2200185,"QUESO DE CERDO CRIOLLO EN BARRA",2026-08-02,25.07,42.43,56.2,54.8,54.5
2200032,"QUESO DE CERDO EN BARRA",2026-08-02,14.9,53.11,70.1,68.6,67
2100440,"QUESO MOZARELLA HOLANDESA EN BARRA",2026-08-04,17.16,79.5,105,102.6,100.2
2100400,"QUINCHO TAMBAQUI ENTERO",2026-08-01,2.25,83.3,88,0,0
7774112100431,"SACHET HAMB 113 RES GRILL SOFIA 36X2X113 GRS",2026-08-02,31,17.48,23.1,22.6,22
7774112100967,"SACHET HAMB 50 RES GUESA SOFIA 2X50",2026-08-02,6,6.55,8.7,8.5,8.3
7774112100288,"SACHET HAMB 56 POLLO EXPRESS SOFIA 3X56 GRS",2026-08-02,27,7.66,10.1,9.9,9.7
7774112100301,"SACHET HAMB 83 POLLO CLASICA SOFIA 36X2X83 GRS",2026-08-02,23,8.35,11.1,10.8,10.6
7774112101100,"SACHET HAMB 83 RES PICAÑA",2026-08-03,30,8.69,11.5,11.3,11
7774112103487,"SACHET HAMB. 56 RES EXPRES SOFIA 3X56GR",2026-08-02,48,8.84,11.7,11.4,11.2
7774112100271,"SACHET HAMB. 83 RES CLASICA SOFIA 36X2X83 GRS",2026-08-02,26,9.15,12.1,11.8,11.6
7774112102602,"SALAME FETEADO AL VACIO DE 100 GRS .",2026-08-02,8,13.1,17.3,16.9,16.6
2200397,"SALCHICHA BONISIMA TIPO BRASILERA",2026-08-04,18.36,24.93,33,32.2,31.5
11292,"SALCHICHA HADOQUERA AHUMADA AL VACIO 10 UND",2026-08-02,8,10.75,14.2,13.9,13.6
2200425,"SALCHICHA TIPO BERLINESA",2026-08-04,20.86,27.42,36.2,35.4,34.6
2200092,"SALCHICHA BONISSA CONGELADA AL VACIO",2026-08-02,33.15,25.24,33.4,32.6,31.8
2200077,"SALCHICHA VIENA A GRANEL",2026-08-02,13.12,42.53,56.2,54.9,53.6
2200078,"SALCHICHA VIENA A GRANEL DE PELAR",2026-08-02,12.42,38.14,50.4,49.2,48.1
2100034,"SALMON PORCIONADO SOUTH WIND",2026-08-01,2.57,340,448.8,438.6,428.4
7771257080482,"SALSA CESAR BRIXY 250 ML",2026-08-02,15,14.5,19.1,18.7,18.3
078895131024,"SALSA DULCE TAILANDESA DULCE DE CHILE 510 GRS LEE KUM KEE+ PICANTE",2026-08-02,2,72.05,95.1,93,90.8
7771214003646,"SALSA GOLF KRIS POMO 380 ML",2026-08-04,14,18.6,24.6,24,23.5
7771260760630,"SALSA GOLF AHUMADA 200GR",2026-08-04,24,10,14.8,12.9,12.6
7771214006173,"SALSA GOLF KRIS 200GR",2026-08-04,34,10,13.2,12.9,12.6
7411000225059,"SALSA INGLESA MC CORMIKC 148 ML",2026-08-02,1,21.67,28.7,28,27.3
7771257080536,"SALSA MOSTAZA Y MIEL 280 GRS",2026-08-02,6,14,18.5,18.1,17.7
7771214006371,"SALSA PARA CHURRASCO KRIOLLA 90GR",2026-08-02,26,5.2,7,6.8,6.6
7771257080512,"SALSA PICANTE BRIXI",2026-08-02,11,8.5,11.3,11,10.8
7771257080567,"SALSA PICANTE LOUISIANA BRIXY",2026-08-02,5,10,14,12.9,12.6
7771257081229,"SALSA PIZZA BRIXY 200GR",2026-08-04,15,7.7,10.2,0,0
7771257080499,"SALSA RANCH 250ML",2026-08-02,16,14.5,19.1,18.7,18.3
7411000222904,"SALSA SAZONADOR COMPLETO MC CORMICK 148 ML",2026-08-02,22,21.67,28.6,28,27.3
078895423037,"SALSA SOYA SAZONADA PARA MARISCOS 420 ML LEE KUM KEE",2026-08-02,6,70.73,93.5,91.3,89.2
7771257080574,"SALSA TARTARA",2026-08-02,2,15,19.8,19.4,18.9
7411000227152,"SALSA TERIYAKI MC CORMICK 148 ML",2026-08-02,2,23.33,30.8,30.1,29.4
7774112101162,"SANDWICH DE CHOLA",2026-08-03,10,17.96,23.8,23.2,22.7
7774112100905,"SILPANCHO DE POLLO",2026-08-02,22,38.6,51,49.8,48.7
7774112100356,"SILPANCHO DE RES EN CAJA",2026-08-04,12,37.28,49.3,48.1,47
7774112103647,"SOFIPOCAS DE POLLO 500GR",2026-08-02,11,30.83,40.7,39.8,38.9
734191280612,"SOPA ANDINA - TRUCHA CON QUINUA DE 430",2026-08-02,18,26.4,34.9,34.1,33.3
781159309298,"SOPA DE TRUCHA TK 430 GRS",2026-08-02,11,26.4,34.9,34.1,33.3
7771214000935,"SOPA CARNE CON CARACOLITOS KRIS",2026-08-04,16,5.28,7,6.8,6.6
7771214000911,"SOPA DE POLLO CON ARROZ KRIS",2026-08-04,16,5.28,7,6.8,6.6
7771214000928,"SOPA DE POLLO CON FIDEOS KRIS",2026-08-04,14,5.28,7,6.8,6.6
05224513,"STEAK SEASONING GRILL MC CORMICK MATES MONTREAL 96 GR",2026-08-02,12,20.83,27.5,26.9,26.3
110033,"SULTANA CUEVAS ORGANICO 100GR",2026-08-02,4,20,26.5,25.8,25.2
11250,"TAPAS DE EMPANADA GRANDE",2026-08-01,8,28,37,36.2,35.3
11249,"TAPAS DE EMPANADA MEDIANA .",2026-08-01,14,12.5,16.5,16.2,15.8
7774112100691,"TENDERS DE POLLO 500GR",2026-08-02,14,33.4,44.1,43.1,42.1
7774112103630,"TENDERS DE POLLO DE 1KG .",2026-08-02,10,60.51,80,78.1,76.3
2200029,"TIRA CERDO CONGELADO EN BANDEJA",2026-08-02,1.99,37.73,49.8,48.7,47.6
2200362,"TIRA COSTILLA DE CERDO BANDEJA",2026-08-02,6.78,43.52,57.5,56.2,54.9
2200264,"TIRA ESPECIAL PREMUIN",2026-08-04,38.39,83.52,110.3,107.8,105.3
2100453,"TOCINETA AGRANEL",2026-08-03,0.78,72.17,95.3,93.1,91
11132,"TOCINETA DE CERDO AL VACIO 150GRS",2026-08-02,2,10.99,14.6,14.2,13.9
1184,"TOCINO DE CERDO AHUMADO AL VACIO 150 GRS",2026-08-04,2,12.42,16.5,16.1,15.7
734191280605,"TROCITOS DE TRUCHA AL LIMON TK",2026-08-02,20,26.9,35.5,34.7,33.9
734191280599,"TROCITOS DE TRUCHA AL AGUA TK",2026-08-02,15,26.9,35.5,34.7,33.9
7774112100622,"TUBO HAMB 113 RES GRILL SOFIA 4X12X113 GRS",2026-08-02,5,100.25,132.4,129.3,126.3
7774112102886,"TUBO HAMB 20U 56 RES EXPRESS .",2026-08-02,1,54.51,72,70.4,68.7
110036,"TUBO HAMB 20U 56 GRILL",2026-08-02,10,72.66,96,93.8,91.6
7774112103753,"TUBO HAMB 20U 56 POLLO EXPRES SOFIA",2026-08-02,7,47.7,63,61.6,60.1
7774112101070,"TUBO HAMB 56 POLLO EXPRESS SOFIA 12X56",2026-08-03,23,27.81,36.7,35.9,35.1
7774112100332,"TUBO HAMB 56 RES EXPRESS SOFIA 12X56 GRS",2026-08-02,16,33.37,44.1,43.1,42.1
7774112103739,"TUBO HAMB 83 CHORIBURGUER SOFIA",2026-08-02,5,46.51,61.4,60,58.6
7774112101056,"TUBO HAMB 83 DE RES CLASICA 12X83",2026-08-02,20,51.91,68.5,67,65.5
7774112101063,"TUBO HAMB 83 POLLO CLASICA 12X83",2026-08-02,10,46.51,61.4,60,58.6
7774112101117,"TUBO HAMB 83 RES PICAÑA 12X12X 83 GRS",2026-08-02,2,50.83,72.4,65.6,64.1
7774112101926,"TUBO MILANESA AMERICANA 12X125GRS",2026-08-02,1,72.15,95.3,93.1,91
7772115680059,"VINO TINTO CHOLERO CASA VIEJA DOÑA VITA",2026-08-04,35,21.66,32.6,32,31.3
7772115680073,"VINO BLANCO CHOLERO CASA VIEJA DOÑA VITA",2026-08-04,27,21.66,32.6,32,31.3
7772115680134,"VINO CASA VIEJA CABERNET TINTO",2026-08-02,1,45,59.4,58.05,56.7
7772115680141,"VINO CASA VIEJA CHARDONNAY BLANCO",2026-08-04,8,55,72.6,71,69.3
7772115680127,"VINO CASA VIEJA TANNAT TINTO",2026-08-02,5,145,191.4,187.1,182.7
11009,"VINO ESTHER MARISOL",2026-08-02,9,35,46.2,45.15,44.1
7772115680103,"VINO OPORTO BLANCO CASA VIEJA DOÑA VITA",2026-08-04,29,21.66,32.6,32,31.3
7772115680097,"VINO OPORTO ROSADO CASA VIEJA DOÑA VITA",2026-08-04,36,21.66,32.6,32,31.3
7772115680080,"VINO OPORTO TINTO CASA VIEJA DOÑA VITA",2026-08-04,34,21.66,32.6,32,31.3
7772115680066,"VINO ROSADO CHOLERO CASA VIEJA DOÑA VITA",2026-08-04,43,21.66,32.6,32,31.3
